key,summary,issue_type,status,status_category,station_count,go_live_date,marketing_status
"T4PO-342","4st - Sunset Cleaners of Piqua","New Customer v2","Done","Done",4,"2022-01-05",""
"T4PO-343","1st - Peerless Savon","New Customer v2","Cancelled","Done",1,"2022-12-31",""
"T4PO-344","st - Peerless Savon - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-345","st - Peerless Savon - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-346","6st - Classic Cleaners & Tailors","New Customer v2","Done","Done",6,"2022-02-10",""
"T4PO-347","3st - Park Lane Cleaners","New Customer v2","Done","Done",3,"2022-03-03",""
"T4PO-348","2st - Lincoln Terrace Cleaners","New Customer v2","Done","Done",2,"2022-02-14",""
"T4PO-349","1st - Dot's Cleaners","New Customer v2","Done","Done",1,"2022-03-08",""
"T4PO-350","1st - Cali Green Cleaners","New Customer v2","Done","Done",1,"2022-01-28",""
"T4PO-351","1st - Wooven Cleaners (Cache Cleaners) Add-On","New Customer v2","Done","Done",1,"2022-01-31",""
"T4PO-352","1st - Wooven Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-353","1st - Wooven Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-355","Kites Pinstripes Bridal Add on 1 ST","New Customer v2","Done","Done",1,"2022-01-01",""
"T4PO-356","5st - Grand Cleaners 3 ","New Customer v2","Done","Done",5,"2022-01-17",""
"T4PO-357","3st - New England Cleaners","New Customer v2","Done","Done",3,"2022-01-12",""
"T4PO-358","Dixie Cleaners add on 1st.","New Customer v2","Done","Done",1,"2022-01-01",""
"T4PO-359","A Cleaner World Miami Add On St 1","New Customer v2","Done","Done",1,"2022-01-03",""
"T4PO-360","1 front counterst - Super Cleaners","New Customer v2","Done","Done",1,"2022-01-25",""
"T4PO-361","0st - Test DC","New Customer v2","Cancelled","Done",0,"2022-07-04",""
"T4PO-362","0st - Test DC - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-363","0st - Test DC - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-364","Station Add On Test","Station Add On","Cancelled","Done","","",""
"T4PO-365","1st - Taft Cleaners","New Customer v2","Done","Done",1,"2022-03-17",""
"T4PO-366","2st - Lake Geneva Laundry Cleaners","New Customer v2","Cancelled","Done",2,"2023-01-28",""
"T4PO-367","1st - Fulp Dry Cleaners","New Customer v2","Done","Done",1,"2022-01-06",""
"T4PO-368","6st - Chardonnay Cleaners ","New Customer v2","Done","Done",6,"2022-03-24",""
"T4PO-369","3st - Blue Wave Cleaners","New Customer v2","Done","Done",3,"2022-01-25",""
"T4PO-370","9st - CRDN of Arizona","New Customer v2","Done","Done",9,"2022-02-16",""
"T4PO-371","2st - Maxwell Cleaners","New Customer v2","Done","Done",2,"2022-01-14",""
"T4PO-372","4st - Arlene's Cleaners","New Customer v2","Done","Done",4,"2022-02-28",""
"T4PO-373","9st - Omni Cleaners","New Customer v2","Done","Done",9,"2022-06-27",""
"T4PO-374","1st - Silver Hanger Cleaners","New Customer v2","Done","Done",1,"2022-01-24",""
"T4PO-375","1st - Betty Brite Cleaners","New Customer v2","Done","Done",1,"2022-01-24",""
"T4PO-376","16st - Victoria Cleaners - Executive Cleaners","New Customer v2","Done","Done",29,"2022-10-10",""
"T4PO-377","Hamilton/Palmer's Instances Merge","New Customer v2","Done","Done","","",""
"T4PO-378","2st - ","New Customer v2","Done","Done",2,"2022-03-07",""
"T4PO-379","4st - Don Schelew Drycleaners","New Customer v2","Done","Done",4,"2022-02-04",""
"T4PO-380","1st - ABC Cleaners","New Customer v2","Cancelled","Done",1,"2022-01-31",""
"T4PO-381","st - ABC Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-382","st - ABC Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-383","1st - ABC Cleaners","New Customer v2","Cancelled","Done",1,"2022-01-31",""
"T4PO-384","st - ABC Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-385","st - ABC Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-386","Test 6-28-22 - 0st Add On (FAPS)","Station Add On","Cancelled","Done",1,"2022-01-31",""
"T4PO-387","2st - Sandra's Tailoring & Design Corp.","New Customer v2","Cancelled","Done",2,"2022-02-01",""
"T4PO-388","test3 - 0st Add On","Station Add On","Done","Done",0,"2022-01-19",""
"T4PO-389","0st - Test Rick 1-19-22","New Customer v2","Done","Done",0,"2022-01-20",""
"T4PO-390","0st - Test Josh 1-19-22","New Customer v2","Done","Done",0,"2022-01-20",""
"T4PO-391","20st 🤓- The Cleanery","New Customer v2","Done","Done",20,"2022-03-30",""
"T4PO-392","6st - White Sail Garment Care","New Customer v2","Done","Done",7,"2022-03-21",""
"T4PO-393","7st - White Sail Garment Care - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-394","7st - White Sail Garment Care - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-395","Broadway Cleaners Touch Control Hosted 1ST","Station Add On","Done","Done",1,"2022-01-25",""
"T4PO-396","3st - Snappy Dry Cleaning","New Customer v2","Done","Done",3,"2022-10-04",""
"T4PO-397","4st - Rossi Shoe Service","New Customer v2","Cancelled","Done",4,"2022-03-07",""
"T4PO-398","16st 🤓- American Cleaners ","New Customer v2","Done","Done",20,"2022-05-06",""
"T4PO-399","4st - Eco Elegant Drycleaners","New Customer v2","Done","Done",4,"2022-04-21",""
"T4PO-400","2st - Xpress Dry Cleaning & Laundry","New Customer v2","Cancelled","Done",2,"2022-06-24",""
"T4PO-401","1st - Magnolia Cleaners","New Customer v2","Done","Done",1,"2022-02-15",""
"T4PO-402","1st - Simplicity Dry Cleaning","New Customer v2","Done","Done",2,"2022-02-16",""
"T4PO-403","2st - The Dry Clean Queen","New Customer v2","Done","Done",2,"2022-02-21",""
"T4PO-404","4st - GreenClean Fabric Care Services - GreenClean Restoration Cleaners Network","New Customer v2","Cancelled","Done",4,"2022-06-25",""
"T4PO-405","7st - White Dove Cleaner","New Customer v2","Cancelled","Done",7,"2022-09-03",""
"T4PO-406","Appearance Plus Cleaners - 6st Add On","Station Add On","Cancelled","Done",6,"2023-01-07",""
"T4PO-407","American Dry Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-02-25",""
"T4PO-408","3st - Tiffany Dry Cleaner","New Customer v2","Done","Done",3,"2022-03-15",""
"T4PO-409","8st - Superior Cleaners","New Customer v2","Done","Done",8,"2022-03-24",""
"T4PO-410","3st - Fresh Touch Cleaners","New Customer v2","Done","Done",3,"2022-03-23",""
"T4PO-411","1st - Lawrence Park Premium Dry Cleaner","New Customer v2","Done","Done",1,"2022-02-23",""
"T4PO-412","2st - Riverside Cleaners ","New Customer v2","Done","Done",2,"2022-04-12",""
"T4PO-413","1st - Magic Valet","New Customer v2","Done","Done",1,"2022-05-02",""
"T4PO-414","3st - Rowan's Cleaners","New Customer v2","Done","Done",3,"2022-05-11",""
"T4PO-415","4st - Chico Express Cleaners","New Customer v2","Done","Done",4,"2022-04-07",""
"T4PO-416","Lavada Laundry - 1 st Add on","New Customer v2","Done","Done",1,"2022-03-15",""
"T4PO-417","4st - Tuesdays Dry Cleaners","New Customer v2","Done","Done",4,"2022-04-20",""
"T4PO-418","2st - Mels Drycleaning Inc.","New Customer v2","Done","Done",2,"2022-05-12",""
"T4PO-419","Arrowfabricare - 1st Add On","Station Add On","Done","Done",1,"2022-02-25",""
"T4PO-420","1st - Green Hanger ","New Customer v2","Done","Done",1,"2022-03-09",""
"T4PO-421","2st - Malibu Cleaners","New Customer v2","Done","Done",2,"2022-05-19",""
"T4PO-422","Helenas Cleaners Add On 1 St","New Customer v2","Done","Done",1,"2022-03-14",""
"T4PO-423","2st - Horse Duds and Suds","New Customer v2","Done","Done",2,"2022-04-13",""
"T4PO-424","5st - Arthurs Executive Cleaners","New Customer v2","Done","Done",5,"2022-05-19",""
"T4PO-425","Dry Clean Butler - 0st Add On","Station Add On","Cancelled","Done",0,"2022-03-18",""
"T4PO-426","5st - Village Cleaners","New Customer v2","Done","Done",5,"2022-03-23",""
"T4PO-427","8 St.- Upscale Cleaners","New Customer v2","Done","Done",8,"2022-07-06",""
"T4PO-428","5st - Dry Clean Super Center","New Customer v2","Done","Done",5,"2022-04-29",""
"T4PO-429","3st - Sand Dollar Cleaners","New Customer v2","Done","Done",3,"2022-05-04",""
"T4PO-430","2st - Woshbox","New Customer v2","Done","Done",2,"2022-04-19",""
"T4PO-431","Jeeves Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-03-17",""
"T4PO-432","Pristine Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-03-23",""
"T4PO-433","Armstron Add On Eaton location","New Customer v2","Done","Done",1,"2022-03-14",""
"T4PO-434","Style & Grace - 1st Add On","Station Add On","Done","Done",1,"2022-04-01",""
"T4PO-435","5st - Continental Cleaners","New Customer v2","Done","Done",5,"2022-05-04",""
"T4PO-436","5 st - Bud's Dry Cleaning","New Customer v2","Done","Done",5,"2022-05-24",""
"T4PO-437","4st - Elite Laundry","New Customer v2","Done","Done",4,"2022-05-09",""
"T4PO-438","Carrs Cleaners 2 - 3st Add On","Station Add On","Done","Done",3,"2022-03-30",""
"T4PO-439","6st 🤓- Imperial Dry Cleaners ","New Customer v2","Done","Done",6,"2022-06-02",""
"T4PO-440","JVK Hosted station 1 ST Liberty Touch Control","Touch Control - New Customer","Done","Done",1,"2022-04-15",""
"T4PO-441","3st - Nortons Cleaners","New Customer v2","Done","Done",3,"2022-09-20",""
"T4PO-442","1st - JJ's Cleaners","New Customer v2","Done","Done",1,"2022-04-14",""
"T4PO-443","7st - Sacino's Cleaners","New Customer v2","Done","Done",7,"2022-05-17",""
"T4PO-444","2st - Town and Country Dry Cleaners","New Customer v2","Done","Done",2,"2022-06-01",""
"T4PO-445","8st - Troy Drycleaning","New Customer v2","Done","Done",8,"2022-05-03",""
"T4PO-446","Comet Cleaners - 3st Add On","Station Add On","Done","Done",3,"2022-05-18",""
"T4PO-447","8st - R & S Cleaners","New Customer v2","Done","Done",8,"2022-04-28",""
"T4PO-448","American Dry Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-04-18",""
"T4PO-449","Joe May Valet - 3st ","Station Add On","Done","Done",3,"2022-06-03",""
"T4PO-450","3st - Deluxe Cleaners & Alterations","New Customer v2","Done","Done",3,"2022-05-10",""
"T4PO-451","3st - Boldens Cleaners","New Customer v2","Done","Done",3,"2022-05-23",""
"T4PO-452","3st - Weathervane Dry Cleaners","New Customer v2","Done","Done",3,"2022-05-24",""
"T4PO-453","Triangle Cleaners add on","Touch Control - New Customer","Done","Done",2,"2022-04-05",""
"T4PO-454","13st - Clothing Care","New Customer v2","Done","Done",13,"2022-05-26",""
"T4PO-455","st - Clothing Care - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-456","st - Clothing Care - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-457","2st - Globe Dry Cleaning ","New Customer v2","Done","Done",2,"2022-06-23",""
"T4PO-458","2st - Parkers of Burlington Fine Dry Cleaning","New Customer v2","Done","Done",2,"2022-06-22",""
"T4PO-459","Westwood Cleaners - 3st Add On","Station Add On","Done","Done",3,"2022-09-22",""
"T4PO-460","5st 🤓- C&S Laundry/Cleaners","New Customer v2","Done","Done",5,"2022-06-21",""
"T4PO-461","Freds Corporate Cleaners - 1st ","Station Add On","Cancelled","Done",1,"2022-05-31",""
"T4PO-462","7st - Pierce Cleaners","New Customer v2","Done","Done",7,"2022-07-07",""
"T4PO-463","Royalty King New Location","Touch Control - New Customer","Done","Done",1,"2022-04-22",""
"T4PO-464","Timeless Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-04-22",""
"T4PO-465","3st - Alexander's Quality Cleaners","New Customer v2","Done","Done",3,"2022-05-05",""
"T4PO-466","1st - Dufferin Custom Cleaners","New Customer v2","Done","Done",1,"2022-05-31",""
"T4PO-467","13st - Inter-City Cleaners","New Customer v2","Done","Done",13,"2022-05-25",""
"T4PO-468","17st - Gibson's Cleaners","New Customer v2","Done","Done",17,"2022-11-13",""
"T4PO-469","st - Gibson's Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-470","st - Gibson's Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-471","Galaxy Eco Cleaners - 2st Add On","Station Add On","Done","Done",2,"2022-05-23",""
"T4PO-472","5st - Blue Ribbon Cleaners","New Customer v2","Done","Done",5,"2022-08-23",""
"T4PO-473","3st - Don Royal Cleaners","New Customer v2","Done","Done",3,"2022-06-15",""
"T4PO-474","3st - Avondale  Cleaners","New Customer v2","Done","Done",3,"2022-06-07",""
"T4PO-475","14st - Fabricare Center","New Customer v2","Done","Done",14,"2022-07-27",""
"T4PO-476","st - Fabricare Center - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-477","st - Fabricare Center - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-478","Unique Cleaners 3ST  Touch Control Hosted","Touch Control - New Customer","Done","Done",3,"2022-05-09",""
"T4PO-479","1st - Freds Cleaners","New Customer v2","Done","Done",1,"2022-08-11",""
"T4PO-480","5st - Loop Cleaners","New Customer v2","Done","Done",5,"2022-06-16",""
"T4PO-481","Woshbox - 1st Add On","Station Add On","Done","Done",1,"2022-06-03",""
"T4PO-482","1st - Greener Dry Cleaner","New Customer v2","Done","Done",1,"2022-06-08",""
"T4PO-483","EastGate Cleaners - 1st Add On","Station Add On","Cancelled","Done",0,"2022-05-20",""
"T4PO-484","2st - Comet Cleaners","New Customer v2","Done","Done",2,"2022-06-09",""
"T4PO-485","Copeland Cleaners Touch Control Station Add On","Station Add On","Done","Done",1,"2022-05-24",""
"T4PO-486","Troy Dry Cleaners Add 1 ST Driver App","Station Add On","Done","Done",1,"2022-05-25",""
"T4PO-487","11st - The Press Gallery","New Customer v2","Done","Done",11,"2022-09-08",""
"T4PO-488","st - The Press Gallery - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-489","11st - The Press Gallery - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-490","32st - In The Bag Cleaners","New Customer v2","Done","Done",32,"2022-08-29",""
"T4PO-491","32st - In The Bag Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-492","32st - In The Bag Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-493","6st - Dove & Flair Cleaners","New Customer v2","Done","Done",6,"2022-08-23",""
"T4PO-494","2st - WCK Cleaners","New Customer v2","Done","Done",2,"2022-07-05",""
"T4PO-495","4st - GreenClean Fabric Care Services - Retail","New Customer v2","Done","Done",4,"2024-01-30",""
"T4PO-496","3st - Dryclean Alternative","New Customer v2","Done","Done",3,"2022-07-28",""
"T4PO-497","2st - Custom Care Dry Cleaners","New Customer v2","Done","Done",2,"2022-06-09",""
"T4PO-498","18st - Martinizing Dry Cleaning Alameda","New Customer v2","Cancelled","Done",18,"2023-04-08",""
"T4PO-499","18st - Martinizing Dry Cleaning - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-500","18st - Martinizing Dry Cleaning - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-501","1st - Tropical Dry Cleaner","New Customer v2","Done","Done",1,"2022-07-21",""
"T4PO-502","Schafer Dry Cleaning - 1st Add On","Station Add On","Done","Done",1,"2022-06-20",""
"T4PO-503","Pine Trail Cleaners Going Liberty Hosted","Touch Control - New Customer","Done","Done",1,"2022-06-17",""
"T4PO-504","Joe May Valet La vista - 1st Add On","Station Add On","Done","Done",1,"2022-07-01",""
"T4PO-505","1st - Craigs Cleaners","New Customer v2","Done","Done",1,"2022-06-28",""
"T4PO-506","Horse Duds and Suds - 1st Add On","Station Add On","Done","Done",1,"2022-06-29",""
"T4PO-507","21st - Colvin Cleaners","New Customer v2","Done","Done",21,"2022-07-28",""
"T4PO-508","6st - Elite Cleaners","New Customer v2","Done","Done",6,"2022-07-25",""
"T4PO-509","Imperial Dry Cleaners Add on 1st - 1st Add On","Station Add On","Done","Done",1,"2022-06-23",""
"T4PO-510","2st - Osbons Laundry and CLeaners","New Customer v2","Done","Done",2,"2022-07-24",""
"T4PO-511","Nor'east Cleaners - 4st Add On","Station Add On","Done","Done",4,"2022-06-17",""
"T4PO-512","Mentco hosted 1st","Touch Control - New Customer","Done","Done",1,"2022-06-15",""
"T4PO-513","2st - Clean Cleaners","New Customer v2","Cancelled","Done",2,"2023-01-07",""
"T4PO-514","18st - Clean'n'Press","New Customer v2","Done","Done",18,"2022-08-10",""
"T4PO-515","Clothing Care - 1st Add On","Station Add On","Done","Done",1,"2022-06-29",""
"T4PO-516","Port Town - 4st Add On","Station Add On","Done","Done",4,"2022-10-01",""
"T4PO-517","2st - Comet Cleaners ","New Customer v2","Done","Done",2,"2022-07-26",""
"T4PO-518","3st - Ideal Cleaners","New Customer v2","Done","Done",3,"2022-07-25",""
"T4PO-519","The Cleanery - 3st Add On","Station Add On","Done","Done",3,"2022-09-02",""
"T4PO-520","11st - CRDN of Denver","New Customer v2","Done","Done",11,"2022-08-08",""
"T4PO-521","6st - Addison Court Cleaners Kristi Cleaners","New Customer v2","Cancelled","Done",6,"2023-03-04",""
"T4PO-522","Archer Cleaners - New Store 2st Add On","Station Add On","Done","Done",2,"2022-08-09",""
"T4PO-523","9st - Jerri's Cleaners","New Customer v2","Done","Done",9,"2022-10-05",""
"T4PO-524","5st - Banner Cleaners","New Customer v2","Cancelled","Done",5,"2022-08-25",""
"T4PO-525","2st - Hollin Hall Cleaners","New Customer v2","Done","Done",2,"2023-02-22",""
"T4PO-526","Go Green Dry Cleaners - 2st Add On","Station Add On","Done","Done",2,"2022-07-26",""
"T4PO-527","6st - Hometown Cleaners","New Customer v2","Cancelled","Done",6,"2022-10-24",""
"T4PO-528","13st - Triangle Cleaners","New Customer v2","Done","Done",13,"2022-10-25",""
"T4PO-529","River Oaks Cleaners - 1st Add On","Station Add On","Done","Done",1,"2022-07-15",""
"T4PO-530","Park Plaza Cleaners 4 ST TC","Touch Control - New Customer","Done","Done",4,"2022-08-15",""
"T4PO-531","11st - West Oak Cleaners","New Customer v2","Done","Done",11,"2022-12-12",""
"T4PO-532","2st - Powell Cleaners","New Customer v2","Done","Done",4,"2022-09-15",""
"T4PO-533","7st - Best New Brand Cleaners","New Customer v2","Done","Done",7,"2022-10-12",""
"T4PO-534","3st - Go Green Dry Cleaners","New Customer v2","Cancelled","Done",3,"2022-12-03",""
"T4PO-535","Go Green Dry Cleaners - 2st Add On","Station Add On","Cancelled","Done",2,"2022-12-03",""
"T4PO-536","4st - Coastal Dry Cleaners","New Customer v2","Done","Done",4,"2022-08-31",""
"T4PO-537","Brashier Polk Cleaners  - 2st (Work Required)","Station Add On","Cancelled","Done",2,"2022-08-26",""
"T4PO-538","5st - AJ's Cleaners and European Cleaners at Fenton Place","New Customer v2","Done","Done",5,"2023-03-08",""
"T4PO-539","3st - Concierge Cleaners","New Customer v2","Done","Done",3,"2022-08-24",""
"T4PO-540","12st - 2 brands: Brite Touch Cleaners, Woodlands Cleaners","New Customer v2","Done","Done",20,"2022-09-28",""
"T4PO-541","Blue Ribbon Cleaners - 1st Add On (FAPS)","Station Add On","Done","Done",1,"2022-08-19",""
"T4PO-542","Jem Lee Cleaners 1 ST","Touch Control - New Customer","Done","Done",1,"2022-08-08",""
"T4PO-543","Englewood Green Cleaners - 1st Add On (FAPS)","Station Add On","Done","Done",1,"2022-08-11",""
"T4PO-544","12st - Crouse's Cleaners","New Customer v2","Done","Done",12,"2022-12-01",""
"T4PO-545","AW Cleaners  - 2 st (Work Required)","Station Add On","Done","Done",2,"2022-09-01",""
"T4PO-546","13st - Natural Cleaners","New Customer v2","Done","Done",14,"2022-10-18",""
"T4PO-547","1st - Joey's Cleaners","New Customer v2","Done","Done",1,"2022-09-02",""
"T4PO-548","5st - Bestway Cleaners","New Customer v2","Done","Done",5,"2022-10-06",""
"T4PO-549","9st - Ar-Pat's Dry Cleaners","New Customer v2","Done","Done",9,"2022-10-12",""
"T4PO-550","9st - Top Line Cleaners","New Customer v2","Done","Done",9,"2022-10-20",""
"T4PO-551","8st - Craft Cleaners","New Customer v2","Cancelled","Done",8,"2022-10-31",""
"T4PO-552","8st - Craft Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-553","8st - Craft Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-554","8st - Shallotte Cleaners and Southport Cleaners","New Customer v2","Done","Done",8,"2022-12-07",""
"T4PO-555","19st - Colorado Mountain Cleaners and National Velvet ","New Customer v2","Done","Done",19,"2022-12-19",""
"T4PO-556","19st - Colorado Mountain Cleaners and National Velvet  - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-557","19st - Colorado Mountain Cleaners and National Velvet  - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-558","Champs Cleaners  - 1st New Store Add On (FAPS)","Station Add On","Done","Done",1,"2022-09-09",""
"T4PO-559","3st - Heritage Cleaners at Falcon","New Customer v2","Done","Done",3,"2023-01-05",""
"T4PO-560","3st - Personal Touch Cleaners","New Customer v2","Done","Done",3,"2022-12-08",""
"T4PO-561","1st - D&K Sunshine Coin Laundry Inc.","New Customer v2","Done","Done",1,"2023-01-03",""
"T4PO-562","Flair Cleaners - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-08-25",""
"T4PO-563","8st - SmartWash Drycleaning and Laundry Center","New Customer v2","Done","Done","","2022-12-05",""
"T4PO-564","Klass Cleaners  - 4st (Work Required)","Station Add On","Done","Done",4,"2022-09-21",""
"T4PO-565","7st - Clarks Cleaners","New Customer v2","Done","Done",7,"2022-11-17",""
"T4PO-566","2st - Premiere Cleaners","New Customer v2","Cancelled","Done",2,"2023-09-02",""
"T4PO-567","6st - East Hill Cleaners","New Customer v2","Cancelled","Done",7,"2023-02-18",""
"T4PO-568","11st - Arya Cleaners","New Customer v2","Cancelled","Done",11,"2023-03-11",""
"T4PO-569","11st - Arya Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-570","11st - Arya Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-571","Eco-Elegant Drycleaners - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-10-04",""
"T4PO-572","The Dry Clean Factory 6 ST","New Customer v2","Done","Done",6,"2023-01-09",""
"T4PO-573","Helenas Cleaners - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-09-09",""
"T4PO-574","18st - Hangers Cleaners","New Customer v2","Done","Done",18,"2022-12-14",""
"T4PO-575","18st - Hangers Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-576","st - Hangers Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-577","1st - Forest Cleaners","New Customer v2","Done","Done",1,"2023-01-17",""
"T4PO-578","2st - DC-2U","New Customer v2","Done","Done",2,"2022-10-14",""
"T4PO-579","1st -Laundry Basket","New Customer v2","Done","Done",1,"2023-01-17",""
"T4PO-580","3st - Perfect Image Cleaners","New Customer v2","Done","Done",3,"2022-11-03",""
"T4PO-581","Champs Cleaners - 1st Add On (FAPS)","Station Add On","Done","Done",1,"2022-10-07",""
"T4PO-582","Fabricare of Greenville - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-09-19",""
"T4PO-583","7 - Eagle Express Cleaners","New Customer v2","Done","Done",7,"2023-05-03",""
"T4PO-584","Clean Craft 1 ST TC hosted","Touch Control - New Customer","Done","Done",1,"2022-09-15",""
"T4PO-585","8st - Pronto Cleaners","New Customer v2","Done","Done",8,"2022-11-30",""
"T4PO-586","3st - Bart's Cleaners","New Customer v2","Done","Done",3,"2022-11-17",""
"T4PO-587","3st - Master Garment Cleaners","New Customer v2","Cancelled","Done",3,"2022-11-30",""
"T4PO-588","2st - Sarang7 Cleaners Shoe & Handbag Repair","New Customer v2","Done","Done",2,"2023-02-01",""
"T4PO-589","16st - Sun Clean Dry Cleaners","New Customer v2","Done","Done",16,"2023-01-12",""
"T4PO-590","14st - Sun Clean Dry Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-591","14st - Sun Clean Dry Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-592","2st - Master Cleaners","New Customer v2","Done","Done",2,"2022-11-30",""
"T4PO-593","2st - 60 Minute Cleaners","New Customer v2","Done","Done",2,"2023-02-02",""
"T4PO-594","4st - Alexander Reed Cleaners","New Customer v2","Done","Done",4,"2022-11-29",""
"T4PO-595","Bayview Cleaners TC 1 ST","Touch Control - New Customer","Done","Done",1,"2022-09-27",""
"T4PO-596","13st - Yorgey's Fine Cleaning","New Customer v2","Done","Done",13,"2023-02-20",""
"T4PO-598","The Cleanery - 2st Add On (No Work Required)","Station Add On","Done","Done",2,"2022-10-05",""
"T4PO-599","1st - American Cleaners CRDN","New Customer v2","Done","Done",1,"2022-10-05",""
"T4PO-600","1st - Eco Green Dry Cleaners","New Customer v2","Done","Done",1,"2023-03-13",""
"T4PO-601","Jem Lee TC additional Station","Station Add On","Done","Done",1,"2022-10-03",""
"T4PO-602","Orr Cleaners - 5st Add On (FAPS)","Station Add On","Done","Done",5,"2022-11-05",""
"T4PO-603","Lavada Laundry - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-10-31",""
"T4PO-604","2st - Excell Cleaners","New Customer v2","Done","Done",2,"2023-01-23",""
"T4PO-605","4st - Varsity Uniforms","New Customer v2","Done","Done",4,"2023-04-04",""
"T4PO-606","1st - Jeeves New York","New Customer v2","Cancelled","Done",1,"2022-10-11",""
"T4PO-607","1st - Jeeves New York - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-608","1st - Jeeves New York - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-609","4st - Presidential Cleaners","New Customer v2","Done","Done",4,"2023-01-19",""
"T4PO-610","6st - Progress Cleaners","New Customer v2","Done","Done",6,"2023-04-05",""
"T4PO-611","No ","Station Add On","Cancelled","Done",1,"2022-10-28",""
"T4PO-612","6st - Johnnie's Cleaners","New Customer v2","Done","Done",5,"2023-05-15",""
"T4PO-613","TLC Touch Control 1 ST Add on","Touch Control - New Customer","Done","Done",1,"2022-10-28",""
"T4PO-614","7st - American Cleaners","New Customer v2","Done","Done",7,"2022-12-15",""
"T4PO-615","CRDN of Oklahoma  - 4st (Work Required)","Station Add On","Done","Done",4,"2022-12-13",""
"T4PO-616","2-Midtown Cleaners","New Customer v2","Done","Done",2,"2023-02-14",""
"T4PO-617","2st - Coronet Cleaners","New Customer v2","Done","Done",2,"2023-02-16",""
"T4PO-618","1st -  Noras Cleaners and Alterations","New Customer v2","Cancelled","Done",1,"2023-01-26",""
"T4PO-619","Brite Touch Cleaners  - 8st (Work Required)","Station Add On","Done","Done",8,"2022-12-05",""
"T4PO-620","6st - A's Cleaners","New Customer v2","Done","Done",6,"2023-01-23",""
"T4PO-621","2st - VayaClean Eco Drycleaning & Laundry","New Customer v2","Done","Done",2,"2022-12-28",""
"T4PO-622","Supreme Laundry & Cleaners - 1st Add On (No Work Required)","Station Add On","Done","Done",1,"2022-11-28",""
"T4PO-623","2st - One Stop Cleaners","New Customer v2","Done","Done",2,"2023-01-04",""
"T4PO-624","2st - (Danny's Cleaners & Tailors) Add On The Cleanist Work Required ","New Customer v2","Done","Done",2,"2023-03-08",""
"T4PO-625","Add On Sage Cleaners","Station Add On","Done","Done",7,"2022-11-04",""
"T4PO-626","Best Choice Cleaners and Classic Touch Dry Cleaners - 7st Add On (No Work Required) - Get MP Pictures","Sub-task","Done","Done","","",""
